date,open,high,low,close,adj_close,volume
2021-07-14,82.4800033569336,82.54000091552734,81.86000061035156,81.94999694824219,77.84135437011719,3459600
2021-07-15,82.05000305175781,82.05000305175781,81.02999877929688,81.37000274658203,77.29045867919922,4500500
2021-07-16,81.48999786376953,81.72000122070312,80.76000213623047,80.86000061035156,76.8060073852539,3509300
2021-07-19,80.20999908447266,80.22000122070312,79.26000213623047,79.62999725341797,75.63768005371094,6896900
2021-07-20,79.9000015258789,80.82499694824219,79.4749984741211,80.52999877929688,76.49256134033203,4111800
2021-07-21,80.5999984741211,81.20500183105469,80.55999755859375,81.19999694824219,77.12894439697266,2612700
2021-07-22,81.19000244140625,81.5,80.81999969482422,81.4800033569336,77.39494323730469,2254800
2021-07-23,82.43000030517578,83.72899627685547,82.06999969482422,83.5,79.31365203857422,3872500
2021-07-26,83.4000015258789,83.95500183105469,83.2699966430664,83.93000030517578,79.72209167480469,3189800
2021-07-27,83.83000183105469,83.91000366210938,82.31999969482422,82.93000030517578,78.77222442626953,4857500
2021-07-28,83.80999755859375,84.18000030517578,83.19999694824219,83.58000183105469,79.3896484375,7295300
2021-07-29,83.04000091552734,83.31999969482422,82.63999938964844,82.68000030517578,78.53475189208984,5291200
2021-07-30,82.16999816894531,82.93499755859375,82.02999877929688,82.4000015258789,78.26880645751953,2999500
2021-08-02,82.75,82.83000183105469,82.05999755859375,82.20999908447266,78.08834075927734,3988200
2021-08-03,82.23999786376953,82.25,80.91000366210938,81.83999633789062,77.73685455322266,4860500
2021-08-04,81.95999908447266,82.2699966430664,81.58999633789062,82.06999969482422,77.9553451538086,3864600
2021-08-05,82.30999755859375,82.83499908447266,82.11000061035156,82.81999969482422,78.66773223876953,2261300
2021-08-06,82.6500015258789,83.05000305175781,82.61000061035156,82.81999969482422,78.667724609375,2764400
2021-08-09,82.80999755859375,82.81999969482422,82.38999938964844,82.66999816894531,78.52526092529297,2367800
2021-08-10,82.75,82.91999816894531,82.47000122070312,82.83000183105469,78.67723846435547,6254400
2021-08-11,82.98999786376953,83.08499908447266,82.68000030517578,82.98999786376953,78.82923126220703,2457600
2021-08-12,82.9000015258789,83.18000030517578,82.47000122070312,83.13999938964844,78.97169494628906,2269000
2021-08-13,83.3499984741211,83.44999694824219,83.125,83.19000244140625,79.01920318603516,2144600
2021-08-16,82.9000015258789,83.3499984741211,82.25,83.33000183105469,79.15217590332031,3483200
2021-08-17,82.79000091552734,83.12999725341797,82.0999984741211,82.63999938964844,78.49674224853516,5941400
2021-08-18,82.44999694824219,82.91999816894531,81.95500183105469,82.01000213623047,77.8983383178711,3041200
2021-08-19,81.5,82.38999938964844,81.41999816894531,82.0199966430664,77.9078598022461,4409800
2021-08-20,82.0,82.85800170898438,81.83000183105469,82.7300033569336,78.58224487304688,4143100
2021-08-23,82.83999633789062,84.08000183105469,82.83999633789062,83.7300033569336,79.53211975097656,3062200
2021-08-24,83.91000366210938,84.3270034790039,83.7300033569336,84.0,79.78858184814453,3132700
2021-08-25,84.02999877929688,84.31999969482422,83.8499984741211,84.12999725341797,79.91206359863281,3835100
2021-08-26,84.06999969482422,84.19999694824219,83.4000015258789,83.4000015258789,79.21866607666016,3279800
2021-08-27,83.58999633789062,84.86000061035156,83.43000030517578,84.72000122070312,80.47248077392578,3437200
2021-08-30,84.69999694824219,85.4800033569336,84.41500091552734,85.30000305175781,81.02339935302734,2734700
2021-08-31,85.2699966430664,85.80999755859375,85.16999816894531,85.62000274658203,81.32736206054688,6091000
2021-09-01,85.76000213623047,86.3550033569336,85.75,86.05000305175781,81.73579406738281,3723200
2021-09-02,86.12000274658203,86.23999786376953,85.31999969482422,85.47000122070312,81.18489837646484,3229300
2021-09-03,85.33999633789062,85.61499786376953,85.1050033569336,85.47000122070312,81.18488311767578,2799000
2021-09-07,85.47000122070312,85.83000183105469,85.2699966430664,85.66999816894531,81.37486267089844,4117500
2021-09-08,85.5199966430664,85.76000213623047,84.94999694824219,85.2300033569336,80.9569091796875,3808500
2021-09-09,85.08000183105469,85.36000061035156,84.67500305175781,84.80999755859375,80.55797576904297,4114400
2021-09-10,85.12999725341797,85.26000213623047,84.21499633789062,84.26000213623047,80.03553771972656,5103400
2021-09-13,84.81999969482422,84.88999938964844,84.05000305175781,84.47000122070312,80.23502349853516,5291600
2021-09-14,84.69000244140625,84.79000091552734,83.5999984741211,83.73999786376953,79.5416259765625,5467600
2021-09-15,83.72000122070312,84.2979965209961,83.01499938964844,84.1500015258789,79.93106079101562,4996700
2021-09-16,84.04000091552734,84.33000183105469,83.46499633789062,84.06999969482422,79.85509490966797,3856600
2021-09-17,83.83999633789062,84.02999877929688,82.78399658203125,83.13999938964844,78.97171020507812,9970600
2021-09-20,81.91999816894531,82.04000091552734,80.30999755859375,81.33000183105469,77.38462829589844,8942900
2021-09-21,81.87999725341797,82.12999725341797,80.93000030517578,80.98999786376953,77.06109619140625,6469700
2021-09-22,80.73999786376953,81.37999725341797,80.58999633789062,80.94999694824219,77.0230484008789,6815400
2021-09-23,81.30999755859375,82.18000030517578,81.16999816894531,81.77999877929688,77.55717468261719,3989400
2021-09-24,81.41000366210938,82.6050033569336,81.30000305175781,82.44999694824219,78.19258117675781,4402100
2021-09-27,82.01000213623047,82.68000030517578,81.76000213623047,82.44000244140625,78.18307495117188,3459700
2021-09-28,81.61000061035156,81.80999755859375,80.30999755859375,80.43000030517578,76.27688598632812,8982600
2021-09-29,80.81999969482422,81.29000091552734,80.25,80.36000061035156,76.21049499511719,5467100
2021-09-30,80.61000061035156,80.94999694824219,80.0999984741211,80.11000061035156,75.97339630126953,10771000
2021-10-01,80.52999877929688,81.82499694824219,80.16999816894531,81.45999908447266,77.25369262695312,7308600
2021-10-04,80.9000015258789,80.94999694824219,79.08100128173828,79.69999694824219,75.58458709716797,9449000
2021-10-05,79.9800033569336,81.31999969482422,79.91000366210938,80.88999938964844,76.71312713623047,3316100
2021-10-06,80.08000183105469,81.08999633789062,79.7300033569336,81.02999877929688,76.84589385986328,6599900
2021-10-07,81.72000122070312,82.1449966430664,81.31999969482422,81.37999725341797,77.17782592773438,4263900
2021-10-08,81.52999877929688,81.63999938964844,80.87999725341797,80.9800033569336,76.7984848022461,2732400
2021-10-11,80.63999938964844,80.94999694824219,79.7300033569336,79.76000213623047,75.64147186279297,3590000
2021-10-12,79.7699966430664,79.83899688720703,78.73999786376953,79.0199966430664,74.939697265625,7990700
2021-10-13,79.5199966430664,79.6500015258789,78.9000015258789,79.38999938964844,75.29058074951172,4690400
2021-10-14,80.12999725341797,80.63999938964844,79.95999908447266,80.51000213623047,76.35275268554688,3614600
2021-10-15,80.77999877929688,80.80000305175781,80.19999694824219,80.31999969482422,76.1725845336914,3100400
2021-10-18,80.22000122070312,80.95999908447266,80.05999755859375,80.94000244140625,76.76054382324219,2975400
2021-10-19,81.36000061035156,81.7300033569336,81.16000366210938,81.72000122070312,77.50027465820312,2460300
2021-10-20,81.91000366210938,82.11000061035156,81.5999984741211,81.87999725341797,77.65202331542969,2934600
2021-10-21,81.8499984741211,82.16000366210938,81.55999755859375,82.12000274658203,77.87963104248047,2681200
2021-10-22,80.87999725341797,81.19999694824219,79.9800033569336,80.37999725341797,76.2294692993164,3131000
2021-10-25,80.13999938964844,80.7300033569336,79.69000244140625,80.7300033569336,76.56139373779297,3225100
2021-10-26,81.06999969482422,81.16999816894531,79.62999725341797,80.01000213623047,75.87858581542969,6559500
2021-10-27,79.88999938964844,80.61000061035156,79.68499755859375,79.79000091552734,75.66995239257812,5846000
2021-10-28,79.8499984741211,80.5199966430664,79.3499984741211,80.05000305175781,75.91651153564453,3589100
2021-10-29,79.87000274658203,80.44000244140625,79.76000213623047,80.30000305175781,76.1535873413086,2845100
2021-11-01,80.58000183105469,81.05999755859375,80.20500183105469,80.43000030517578,76.27688598632812,4124600
2021-11-02,80.63999938964844,80.7750015258789,79.9749984741211,80.44000244140625,76.28636169433594,3982100
2021-11-03,80.0,80.76000213623047,79.76000213623047,80.7300033569336,76.56139373779297,2834100
2021-11-04,80.9800033569336,81.41999816894531,80.68000030517578,81.05000305175781,76.8648910522461,6281800
2021-11-05,81.76000213623047,82.3499984741211,81.61000061035156,81.69999694824219,77.48130798339844,3237500
2021-11-08,82.11000061035156,82.11000061035156,81.26000213623047,81.33999633789062,77.13988494873047,3171700
2021-11-09,81.5199966430664,81.66999816894531,80.75,81.13999938964844,76.9502182006836,3920900
2021-11-10,80.7300033569336,81.0199966430664,79.91000366210938,80.22000122070312,76.07772827148438,4074900
2021-11-11,80.2300033569336,80.5199966430664,80.01499938964844,80.05999755859375,75.92599487304688,2046900
2021-11-12,80.45999908447266,81.30000305175781,80.16000366210938,81.2300033569336,77.03556823730469,3240200
2021-11-15,81.45999908447266,81.91000366210938,81.25,81.45999908447266,77.25369262695312,2319200
2021-11-16,81.29000091552734,81.44000244140625,80.80000305175781,80.8499984741211,76.67520904541016,2383200
2021-11-17,80.83999633789062,81.0199966430664,80.44300079345703,80.54000091552734,76.38118743896484,7330300
2021-11-18,80.3499984741211,80.37000274658203,79.62999725341797,79.95999908447266,75.8311538696289,3335900
2021-11-19,80.29000091552734,80.4800033569336,79.56999969482422,79.69000244140625,75.57511901855469,6857100
2021-11-22,79.80000305175781,80.0,78.70999908447266,78.72000122070312,74.65518951416016,4517100
2021-11-23,78.56999969482422,78.93000030517578,77.94999694824219,78.51000213623047,74.4560317993164,5080500
2021-11-24,78.30000305175781,78.7249984741211,77.9000015258789,78.62000274658203,74.56036376953125,4243100
2021-11-26,77.86000061035156,77.86499786376953,77.11000061035156,77.18000030517578,73.19470977783203,4963000
2021-11-29,78.05000305175781,78.19999694824219,77.375,77.83999633789062,73.82062530517578,6518700
2021-11-30,77.52999877929688,77.52999877929688,75.28500366210938,75.37000274658203,71.47815704345703,10423700
2021-12-01,76.44999694824219,76.66000366210938,73.58999633789062,73.62999725341797,69.82801818847656,9392300
2021-12-02,73.91000366210938,75.17500305175781,73.76000213623047,74.87000274658203,71.00397491455078,7579100
2021-12-03,75.2300033569336,75.36000061035156,73.7300033569336,74.69999694824219,70.84276580810547,8986900
2021-12-06,75.12000274658203,76.11499786376953,74.83000183105469,75.93000030517578,72.0092544555664,7739200
2021-12-07,76.7300033569336,77.08000183105469,76.4800033569336,76.70999908447266,72.74897766113281,4549200
2021-12-08,76.91999816894531,77.46499633789062,76.6449966430664,77.2699966430664,73.28004455566406,9484400
2021-12-09,77.05000305175781,77.49500274658203,76.4800033569336,76.66000366210938,72.70156860351562,4065500
2021-12-10,77.12999725341797,77.27999877929688,76.12000274658203,76.69999694824219,72.73948669433594,4255400
2021-12-13,76.61000061035156,76.94999694824219,76.06500244140625,76.30000305175781,72.3601303100586,4980800
2021-12-14,75.43000030517578,76.23999786376953,75.33000183105469,76.0999984741211,72.17046356201172,7010600
2021-12-15,75.91999816894531,76.98500061035156,74.91300201416016,76.9000015258789,72.92916107177734,6693200
2021-12-16,77.08000183105469,77.69000244140625,76.55000305175781,76.79000091552734,72.82484436035156,7365300
2021-12-17,76.29000091552734,77.07499694824219,75.81999969482422,76.4800033569336,72.53085327148438,9932400
2021-12-20,75.55999755859375,75.83999633789062,75.08000183105469,75.79000091552734,72.0243148803711,4487000
2021-12-21,76.1500015258789,77.32499694824219,75.9800033569336,77.2300033569336,73.39279174804688,5198200
2021-12-22,77.05999755859375,77.62999725341797,76.9000015258789,77.41999816894531,73.5733642578125,3267000
2021-12-23,77.5199966430664,78.37000274658203,77.4800033569336,78.11000061035156,74.22905731201172,2383200
2021-12-27,78.3499984741211,79.04499816894531,78.33999633789062,78.87000274658203,74.95130157470703,2667600
2021-12-28,78.95999908447266,79.54499816894531,78.71499633789062,78.83000183105469,74.91327667236328,3214700
